,directLowPrice,highprice,lowprice,marketPrice,midprice,mtg_subTypeName,productId
2051,0.42,3.64,0.42,0.79,1.13,Foil,170017
2052,,,,,,Normal,170016
2053,1.77,8.98,1.77,4.19,3.97,Foil,170015
2054,,,,,,Normal,170014
2055,2.83,8.2,2.99,3.38,3.98,Foil,170013
2056,,,,,,Normal,170012
2057,0.74,3.0,0.49,1.11,1.0,Foil,170011
2058,,,,,,Normal,170010
2059,,,,,,Normal,170009
2060,2.69,6.0,1.99,3.17,3.33,Foil,170008
2061,,,,,,Normal,170342
2062,,,,,,Normal,170007
2063,,,,,,Normal,170006
2064,,,,,,Normal,170005
2065,,,,,,Normal,170004
2066,,,,,,Normal,170003
2067,,,,,,Normal,169147
2068,2.25,9.47,1.18,2.65,3.9,Foil,170002
2069,0.97,3.22,0.75,1.27,1.52,Foil,170001
2070,2.19,3.99,1.98,2.72,2.79,Foil,170000
2071,0.61,5.74,0.6,1.02,1.6,Foil,169999
2072,4.85,14.0,3.95,5.97,5.72,Foil,169998
2073,,,,,,Normal,169997
2074,,,,,,Normal,169996
2075,,,,,,Normal,169995
2076,,,,,,Normal,169994
2077,,,,,,Normal,170344
2078,,,,,,Normal,169993
2079,19.76,23.99,18.5,16.6,19.97,Foil,169992
2080,1.09,8.0,0.98,2.32,2.35,Foil,169991
2081,1.18,7.99,1.0,1.73,2.38,Foil,169990
2082,1.65,6.32,1.64,2.22,2.52,Foil,169989
2083,,,,,,Normal,169988
2084,,,,,,Normal,169987
2085,0.41,5.85,0.23,1.07,1.31,Foil,170096
2086,,,,,,Normal,169986
2087,14.59,59.99,13.9,14.6,17.0,Foil,170272
2088,2.8,7.36,2.0,4.03,4.08,Foil,169985
2089,0.38,7.08,0.23,0.44,0.99,Foil,169984
2090,14.39,228.49,10.45,12.78,17.87,Foil,169983
2091,3.84,14.0,2.99,5.18,5.73,Foil,169982
2092,,,,,,Normal,169981
2093,,,,,,Normal,169980
2094,,,,,,Normal,169979
2095,,,,,,Normal,169978
2096,,,,,,Normal,169977
2097,2.32,5.99,1.63,2.29,2.96,Foil,169976
2098,0.78,18.18,0.74,1.14,2.0,Foil,169975
2099,0.23,2.76,0.23,0.4,0.8,Foil,169974
2100,0.95,4.48,0.95,1.22,1.83,Foil,169973
2101,,,,,,Normal,169972
2102,,,,,,Normal,169971
2103,,,,,,Normal,169970
2104,,,,,,Normal,170345
2105,,,,,,Normal,169969
2106,2.14,5.24,1.75,2.6,3.08,Foil,169968
2107,0.62,3.99,0.55,0.92,1.34,Foil,169967
2108,0.61,8.0,0.48,0.92,2.0,Foil,169966
2109,6.57,8.36,5.37,7.54,6.53,Foil,169965
2110,0.4,3.99,0.28,0.42,1.18,Foil,169964
2111,,,,,,Normal,169963
2112,,,,,,Foil,168646
2113,,,,,,Foil,168645
2114,0.68,4.99,0.13,0.59,0.59,Normal,168644
2115,0.13,9.99,0.07,0.18,0.18,Normal,168643
2116,1.49,4.99,1.44,1.9,1.89,Normal,168642
2117,0.28,4.9,0.1,0.31,0.3,Normal,168641
2118,0.28,4.99,0.15,0.33,0.47,Normal,168640
2119,,,,,,Foil,168639
2120,,,,,,Normal,169146
2121,0.03,1.99,0.05,0.21,0.25,Normal,169164
2122,,,,,,Foil,168638
2123,,3.98,0.3,0.72,0.72,Normal,169163
2124,,,,,,Foil,168637
2125,,,,,,Normal,169090
2126,0.03,9.99,0.02,0.12,0.26,Normal,168621
2127,,,,,,Foil,168636
2128,,,,,,Foil,169162
2129,,,,,,Foil,168635
2130,8.5,17.99,7.0,10.09,10.0,Foil,168634
2131,0.39,2.99,0.25,0.56,0.56,Normal,168620
2132,,,,,,Foil,168633
2133,,,,,,Foil,168632
2134,,,,,,Foil,168631
2135,8.44,14.0,9.62,10.47,10.74,Foil,168630
2136,,,,,,Foil,168629
2137,,,,,,Foil,169260
2138,,,,,,Foil,169262
2139,,,,,,Foil,168628
2140,2.17,9.98,1.45,2.53,3.28,Foil,168627
2141,0.31,3.99,0.25,0.73,0.84,Normal,168626
2142,0.4,4.9,0.15,0.48,0.64,Normal,168625
2143,0.02,1.99,0.06,0.2,0.2,Normal,168624
2144,0.42,2.99,0.25,1.2,0.76,Normal,169161
2145,,,,,,Normal,168623
2146,0.02,2.04,0.04,0.05,0.15,Normal,169360
2147,0.05,2.03,0.03,0.07,0.14,Normal,169359
2148,0.33,2.04,0.02,0.07,0.14,Normal,169358
2149,0.05,1.61,0.12,0.22,0.51,Foil,169357
2150,0.02,2.04,0.03,0.05,0.15,Normal,169368
2151,0.02,1.14,0.28,0.38,0.69,Foil,169367
2152,0.02,1.67,0.24,0.37,0.65,Foil,169366
2153,0.05,2.5,0.12,0.32,0.67,Foil,169365
2154,0.02,2.5,0.04,0.08,0.15,Normal,169376
2155,0.02,1.9,0.05,0.08,0.15,Normal,169375
2156,0.02,1.0,0.2,0.37,0.66,Foil,169374
2157,0.05,1.0,0.16,0.33,0.59,Foil,169373
2158,0.02,1.65,0.16,0.39,0.56,Foil,169364
2159,0.02,1.67,0.23,0.41,0.62,Foil,169363
2160,0.04,2.5,0.02,0.13,0.19,Normal,169362
2161,0.05,2.09,0.03,0.09,0.19,Normal,169361
2162,0.02,1.9,0.25,0.35,0.69,Foil,169372
2163,0.02,2.05,0.02,0.06,0.17,Normal,169371
2164,0.02,2.05,0.04,0.07,0.16,Normal,169370
2165,0.05,2.5,0.05,0.11,0.19,Normal,169369
2166,0.02,2.25,0.1,0.26,0.49,Foil,169356
2167,0.04,2.5,0.14,0.18,0.49,Foil,169464
2168,0.02,2.5,0.01,0.08,0.15,Normal,168779
2169,0.02,2.5,0.02,0.19,0.16,Normal,169460
2170,0.04,1.35,0.07,0.21,0.48,Foil,169350
2171,0.05,2.5,0.05,0.11,0.21,Normal,169345
2172,2.18,6.99,2.49,4.09,4.54,Foil,168618
2173,0.04,1.9,0.11,0.29,0.64,Foil,169458
2174,0.08,1.99,0.09,0.29,0.59,Foil,169289
2175,0.02,2.5,0.02,0.08,0.15,Normal,169288
2176,0.02,2.5,0.02,0.12,0.15,Normal,169290
2177,0.64,4.47,0.34,0.82,1.0,Normal,169324
2178,0.06,1.69,0.16,0.35,0.58,Foil,169296
2179,0.21,2.5,0.1,0.23,0.42,Normal,169308
2180,0.06,1.44,0.28,0.53,0.52,Foil,169254
2181,0.02,1.5,0.1,0.27,0.43,Foil,168604
2182,0.24,4.49,0.09,0.26,0.39,Normal,169118
2183,0.01,2.0,0.12,0.17,0.5,Foil,168617
2184,0.04,1.5,0.1,0.15,0.35,Foil,169287
2185,0.11,7.99,4.19,4.68,5.0,Foil,168603
2186,0.01,0.99,0.05,0.11,0.25,Foil,168494
2187,0.01,1.25,0.07,0.19,0.38,Foil,168602
2188,0.19,3.08,0.1,0.31,0.41,Normal,169081
2189,0.01,1.23,0.01,0.03,0.12,Normal,168619
2190,0.02,2.5,0.01,0.05,0.16,Normal,169292
2191,0.12,2.99,0.35,1.03,1.03,Normal,168493
2192,0.01,2.5,0.01,0.04,0.12,Normal,168601
2193,0.01,2.01,0.01,0.03,0.12,Normal,169294
2194,0.8,2.99,0.5,1.04,1.03,Normal,169253
2195,0.07,1.9,0.05,0.09,0.3,Normal,169071
2196,0.32,6.84,0.83,1.0,1.25,Foil,168616
2197,12.96,58.98,24.0,25.63,31.71,Foil,168749
2198,0.41,2.5,0.15,0.41,0.49,Normal,169150
2199,0.05,4.95,0.18,0.27,0.51,Foil,169317
2200,0.12,5.63,0.5,0.75,1.4,Foil,169107
2201,0.77,25.98,6.22,6.24,7.69,Foil,168745
2202,0.03,2.02,0.01,0.07,0.2,Normal,169157
2203,0.12,2.1,0.05,0.17,0.25,Normal,168743
2204,0.03,2.0,0.24,0.49,0.75,Foil,169155
2205,0.01,1.5,0.08,0.16,0.39,Foil,169086
2206,0.12,1.99,0.07,0.31,0.38,Normal,169154
2207,0.64,39.99,2.4,3.2,5.32,Foil,168757
2208,25.06,45.0,31.31,30.79,35.99,Normal,168740
2209,0.05,2.5,0.05,0.22,0.25,Normal,169250
2210,1.0,2.5,0.1,0.43,0.51,Normal,169249
2211,0.03,2.5,0.01,0.1,0.24,Normal,169072
2212,1.65,12.99,1.17,1.75,1.99,Normal,169070
2213,0.01,1.25,0.05,0.1,0.36,Foil,169068
2214,4.06,11.99,4.5,6.49,7.5,Normal,169246
2215,0.01,2.5,0.01,0.04,0.17,Normal,169064
2216,0.01,1.0,0.08,0.15,0.25,Foil,168492
2217,0.09,3.19,0.25,0.37,0.85,Foil,168615
2218,15.41,38.36,24.0,27.59,27.66,Foil,168614
2219,0.28,6.37,0.15,0.42,0.58,Normal,169089
2220,0.01,5.0,0.07,0.14,0.44,Foil,169278
2221,0.01,1.2,0.01,0.07,0.14,Normal,168491
2222,0.01,1.0,0.05,0.06,0.25,Foil,168490
2223,0.33,13.0,0.99,2.78,3.4,Foil,169277
2224,0.02,1.22,0.01,0.05,0.14,Normal,169353
2225,5.8,30.0,7.94,9.63,10.47,Normal,168720
2226,0.58,14.97,2.02,2.62,3.32,Foil,169245
2227,0.02,2.5,0.01,0.06,0.15,Normal,169454
2228,0.01,1.24,0.01,0.02,0.13,Normal,169344
2229,0.02,6.0,0.1,0.27,0.57,Foil,168489
2230,0.15,1.99,0.07,0.18,0.34,Normal,168600
2231,0.01,2.01,0.01,0.05,0.14,Normal,168488
2232,0.1,2.5,0.05,0.14,0.29,Normal,169115
2233,0.01,2.0,0.06,0.09,0.27,Foil,168487
2234,0.06,2.5,0.05,0.16,0.27,Normal,168622
2235,0.01,2.01,0.01,0.05,0.14,Normal,168486
2236,0.01,2.0,0.05,0.16,0.28,Foil,169340
2237,0.49,3.03,0.98,1.27,1.55,Foil,169110
2238,0.01,2.0,0.02,0.09,0.26,Foil,168485
2239,0.02,2.0,0.05,0.15,0.29,Foil,169335
2240,1.29,5.99,0.26,1.64,1.44,Normal,169109
2241,1.15,4.99,0.5,1.08,1.25,Normal,168484
2242,0.09,0.84,0.25,0.61,0.4,Foil,169332
2243,0.01,2.0,0.05,0.11,0.26,Foil,168483
2244,0.01,4.0,0.06,0.08,0.32,Foil,169331
2245,0.01,2.5,0.01,0.05,0.18,Normal,168482
2246,0.08,10.0,0.24,0.45,1.15,Foil,168613
2247,1.99,5.99,1.9,2.69,2.9,Normal,168678
2248,0.11,10.0,0.86,1.22,1.25,Foil,169242
2249,0.04,2.03,0.02,0.1,0.15,Normal,168599
2250,0.02,1.99,0.01,0.04,0.2,Normal,169329
2251,0.01,2.5,0.01,0.03,0.2,Normal,168598
2252,0.01,2.01,0.01,0.03,0.12,Normal,169322
2253,0.16,1.99,0.08,0.3,0.33,Normal,168594
2254,0.01,2.01,0.01,0.03,0.12,Normal,168481
2255,0.01,1.1,0.05,0.09,0.25,Foil,168480
2256,0.01,2.01,0.01,0.03,0.12,Normal,168479
2257,0.04,1.75,0.34,0.53,0.56,Foil,169319
2258,0.09,3.0,0.18,0.37,0.75,Foil,168715
2259,0.01,8.0,0.15,0.21,0.49,Foil,168478
2260,0.13,11.44,1.78,2.86,2.96,Foil,168597
2261,0.01,2.5,0.01,0.03,0.12,Normal,168477
2262,0.02,1.0,0.1,0.22,0.35,Foil,166716
2263,,10.0,0.4,0.84,0.97,Foil,168596
2264,0.01,2.0,0.09,0.16,0.48,Foil,169354
2265,0.01,2.01,0.01,0.02,0.12,Normal,166715
2266,0.3,4.0,0.43,0.87,1.39,Foil,169158
2267,0.01,3.0,0.06,0.1,0.35,Foil,168476
2268,0.01,1.0,0.04,0.09,0.38,Foil,168612
2269,0.01,6.0,0.05,0.11,0.38,Foil,169275
2270,0.08,2.99,0.45,1.03,0.64,Foil,168475
2271,0.58,8.5,1.54,1.87,2.38,Foil,169117
2272,6.74,19.23,5.99,7.37,8.0,Normal,169156
2273,0.01,2.01,0.01,0.02,0.12,Normal,166713
2274,0.11,2.75,0.94,1.66,1.71,Foil,168474
2275,0.04,4.25,0.12,0.41,0.98,Foil,169080
2276,0.01,5.0,0.03,0.1,0.27,Foil,169449
2277,1.18,3.79,0.7,1.39,1.48,Normal,168709
2278,0.03,1.06,0.1,0.23,0.44,Foil,169291
2279,0.01,1.0,0.05,0.08,0.25,Foil,166707
2280,0.01,2.01,0.01,0.01,0.13,Normal,169451
2281,0.05,10.0,0.65,1.03,1.14,Foil,168611
2282,0.67,4.99,0.25,0.72,0.85,Normal,169152
2283,0.04,4.0,0.05,0.4,0.49,Foil,168473
2284,0.25,2.5,0.05,0.27,0.27,Normal,166706
2285,0.01,2.01,0.01,0.01,0.11,Normal,168472
2286,0.01,2.5,0.01,0.04,0.18,Normal,168471
2287,0.01,2.5,0.01,0.02,0.11,Normal,168470
2288,0.04,2.06,0.03,0.1,0.2,Normal,169293
2289,0.13,2.14,0.09,0.25,0.31,Normal,169326
2290,0.1,3.99,0.45,1.18,1.18,Foil,169241
2291,0.47,4.95,0.1,0.54,0.75,Normal,169264
2292,0.25,5.39,0.4,0.8,1.25,Foil,168753
2293,0.01,0.99,0.1,0.2,0.3,Foil,169297
2294,0.01,2.0,0.05,0.16,0.4,Foil,168648
2295,0.01,1.23,0.01,0.02,0.12,Normal,169295
2296,0.99,9.99,3.98,5.11,4.99,Foil,169238
2297,0.44,7.6,1.58,2.73,3.18,Foil,168647
2298,0.45,14.01,1.73,2.85,4.32,Foil,169066
2299,0.01,2.01,0.01,0.03,0.13,Normal,166699
2300,0.01,1.22,0.01,0.04,0.14,Normal,168469
2301,0.07,2.5,0.01,0.12,0.22,Normal,168468
2302,0.02,1.0,0.1,0.16,0.33,Foil,169298
2303,0.01,1.23,0.01,0.02,0.13,Normal,168610
2304,0.01,1.23,0.04,0.1,0.29,Foil,168467
2305,0.69,19.99,2.71,3.62,5.28,Foil,169236
2306,0.1,2.99,0.25,0.83,0.9,Foil,168466
2307,0.02,1.12,0.09,0.12,0.28,Foil,168465
2308,0.01,2.01,0.01,0.05,0.13,Normal,168464
2309,0.04,2.03,0.01,0.09,0.2,Normal,169274
2310,0.04,1.9,0.21,0.73,0.64,Foil,168595
2311,0.01,1.99,0.01,0.06,0.2,Normal,169343
2312,0.06,4.99,0.59,1.02,1.25,Foil,169085
2313,0.15,3.0,0.25,0.63,0.9,Foil,169153
2314,0.33,3.0,0.96,1.44,1.49,Foil,169084
2315,0.02,1.2,0.13,0.29,0.47,Foil,169082
2316,0.07,2.5,0.03,0.13,0.2,Normal,168463
2317,0.01,1.15,0.07,0.11,0.29,Foil,169301
2318,0.01,1.21,0.01,0.05,0.14,Normal,169302
2319,0.32,6.99,0.1,0.37,0.43,Normal,169272
2320,3.3,49.96,14.75,15.31,19.38,Foil,169234
2321,0.02,2.5,0.01,0.04,0.12,Normal,168462
2322,0.22,4.95,0.1,0.31,0.5,Normal,169074
2323,0.01,2.01,0.01,0.02,0.12,Normal,168461
2324,0.29,10.0,0.98,1.89,2.65,Foil,168701
2325,0.01,2.01,0.01,0.03,0.12,Normal,169304
2326,0.01,2.0,0.09,0.11,0.25,Foil,169305
2327,0.49,4.99,0.25,0.5,0.65,Normal,169233
2328,0.01,1.19,0.09,0.15,0.29,Foil,168460
2329,0.17,2.6,0.05,0.18,0.28,Normal,169232
2330,0.12,2.1,0.03,0.22,0.28,Normal,169151
2331,0.11,2.03,0.01,0.11,0.15,Normal,169073
2332,0.07,2.5,0.01,0.12,0.15,Normal,169306
2333,0.02,1.24,0.05,0.17,0.33,Foil,169307
2334,0.04,2.5,0.16,0.38,0.5,Foil,168459
2335,0.39,2.5,0.19,0.41,0.5,Normal,168609
2336,2.14,13.41,3.0,4.58,6.85,Foil,168696
2337,0.01,2.05,0.05,0.17,0.25,Foil,169069
2338,0.55,19.98,1.89,2.2,3.05,Foil,169067
2339,0.01,0.98,0.07,0.1,0.26,Foil,168458
2340,0.01,2.5,0.01,0.05,0.2,Normal,168593
2341,0.02,2.02,0.01,0.07,0.14,Normal,168592
2342,0.12,2.5,0.03,0.19,0.29,Normal,169231
2343,0.07,1.0,0.08,0.14,0.28,Foil,168457
2344,0.01,0.98,0.09,0.15,0.25,Foil,168456
2345,0.01,1.23,0.01,0.04,0.14,Normal,168455
2346,0.01,1.23,0.01,0.02,0.12,Normal,168454
2347,4.99,55.0,12.84,12.84,15.99,Foil,169355
2348,0.01,1.44,0.08,0.12,0.35,Foil,169276
2349,0.03,2.08,0.03,0.31,0.35,Normal,169088
2350,0.89,5.59,0.5,1.12,1.65,Normal,169230
2351,0.01,2.01,0.01,0.02,0.12,Normal,168453
2352,0.07,2.1,0.05,0.14,0.24,Normal,168452
2353,0.01,2.5,0.01,0.05,0.21,Normal,168591
2354,0.01,2.5,0.01,0.06,0.19,Normal,169346
2355,0.01,1.9,0.09,0.1,0.25,Foil,166714
2356,0.04,2.0,0.1,0.18,0.47,Foil,169465
2357,1.4,19.95,5.0,5.79,6.78,Foil,169105
2358,1.22,3.99,0.4,1.47,1.5,Normal,169342
2359,0.35,4.35,1.0,1.45,1.6,Foil,168451
2360,0.13,4.0,0.4,0.53,1.09,Foil,169114
2361,5.5,39.98,14.65,14.42,18.87,Foil,169083
2362,0.02,1.0,0.08,0.08,0.29,Foil,166712
2363,0.1,3.0,0.3,0.5,0.89,Foil,169273
2364,0.2,28.0,0.1,0.31,0.49,Normal,169113
2365,0.2,2.5,0.05,0.25,0.3,Normal,168691
2366,0.2,4.69,0.7,1.04,1.15,Foil,169112
2367,0.01,2.5,0.01,0.03,0.18,Normal,168608
2368,0.01,2.5,0.01,0.03,0.14,Normal,168649
2369,0.01,1.5,0.05,0.11,0.32,Foil,168590
2370,0.01,1.1,0.08,0.09,0.25,Foil,168450
2371,0.1,4.0,0.64,1.63,1.71,Foil,168589
2372,0.04,2.5,0.43,1.16,1.05,Foil,169299
2373,0.01,0.98,0.09,0.11,0.25,Foil,166705
2374,0.07,2.28,0.15,0.26,0.71,Foil,169225
2375,0.01,1.9,0.07,0.19,0.3,Foil,168449
2376,0.01,1.22,0.05,0.16,0.28,Foil,166703
2377,0.04,2.5,0.02,0.1,0.24,Normal,169223
2378,0.02,1.12,0.08,0.15,0.26,Foil,166701
2379,0.01,0.99,0.06,0.11,0.35,Foil,169300
2380,0.01,1.17,0.1,0.15,0.25,Foil,169466
2381,0.01,2.02,0.01,0.03,0.12,Normal,168448
2382,0.01,1.09,0.1,0.33,0.39,Foil,166700
2383,0.04,1.76,0.14,0.22,0.39,Foil,169303
2384,0.11,4.19,0.25,0.4,1.01,Foil,169119
2385,0.01,1.9,0.01,0.04,0.14,Normal,168607
2386,0.04,1.19,0.01,0.07,0.14,Normal,168447
2387,0.23,2.99,0.08,0.25,0.44,Normal,169352
2388,0.01,2.01,0.01,0.02,0.13,Normal,168446
2389,0.05,3.1,0.1,0.65,0.89,Foil,169087
2390,0.01,1.18,0.01,0.07,0.15,Normal,168445
2391,0.08,2.5,0.01,0.17,0.2,Normal,168444
2392,8.99,43.64,14.25,18.2,18.54,Foil,168773
2393,0.25,14.25,2.85,3.23,4.14,Foil,169116
2394,0.01,2.01,0.01,0.03,0.12,Normal,168443
2395,0.01,1.0,0.05,0.09,0.25,Foil,168442
2396,0.12,2.95,0.39,0.6,0.92,Foil,169448
2397,0.12,2.27,0.07,0.22,0.29,Normal,168606
2398,0.01,2.01,0.01,0.02,0.12,Normal,166711
2399,0.31,2.5,0.1,0.42,0.5,Normal,168605
2400,0.06,2.5,0.03,0.08,0.23,Normal,169286
2401,0.01,0.66,0.03,0.1,0.25,Foil,168441
2402,0.01,2.01,0.01,0.01,0.13,Normal,166710
2403,0.98,8.03,1.49,2.0,2.79,Foil,169218
2404,0.07,2.5,0.05,0.11,0.24,Normal,169217
2405,0.16,2.5,0.05,0.19,0.37,Normal,169111
2406,0.01,1.33,0.07,0.1,0.35,Foil,169285
2407,0.01,2.01,0.01,0.05,0.13,Normal,166709
2408,0.01,2.01,0.01,0.02,0.12,Normal,169284
2409,0.1,8.88,0.23,0.54,1.13,Foil,169271
2410,0.02,2.5,0.01,0.08,0.14,Normal,169283
2411,0.01,2.5,0.01,0.02,0.12,Normal,166708
2412,0.03,2.5,0.01,0.08,0.2,Normal,169270
2413,0.02,2.0,0.13,0.28,0.48,Foil,168440
2414,0.02,1.2,0.01,0.04,0.14,Normal,169282
2415,0.01,2.01,0.01,0.02,0.13,Normal,166704
2416,0.01,2.01,0.01,0.04,0.14,Normal,166702
2417,2.75,9.95,2.0,2.82,3.35,Normal,169108
2418,0.01,0.98,0.05,0.13,0.27,Foil,168588
2419,0.01,2.5,0.01,0.06,0.14,Normal,169281
2420,0.25,1.99,0.25,0.54,0.75,Normal,169106
2421,0.1,1.99,0.47,0.8,0.92,Foil,168587
2422,0.08,3.99,0.14,0.37,0.78,Foil,169065
2423,10.08,20.0,8.74,10.43,11.33,Normal,168680
2424,0.02,2.5,0.01,0.05,0.17,Normal,169280
2425,0.02,1.99,0.02,0.12,0.2,Normal,169279
2426,2.74,3.34,2.0,2.54,2.74,Foil,186431
2427,,,,,,Foil,168334
2428,0.25,1.51,0.09,0.28,0.3,Normal,168333
2429,,,,,,Foil,168332
2430,,,,,,Foil,168331
2431,,,,,,Foil,168330
2432,,,,,,Foil,168328
2433,,,,,,Foil,168327
2434,0.04,1.9,0.04,0.16,0.2,Normal,168325
2435,0.04,1.9,0.04,0.05,0.19,Normal,168324
2436,0.02,1.9,0.03,0.08,0.18,Normal,168323
2437,,3.99,0.12,0.21,0.5,Normal,168321
2438,,,,,,Foil,168320
2439,0.02,1.9,0.03,0.06,0.18,Normal,168317
2440,0.02,1.9,0.01,0.09,0.16,Normal,168315
2441,,,,,,Foil,168313
2442,,,,,,Foil,168311
2443,0.02,1.9,0.04,0.07,0.19,Normal,168310
2444,0.02,1.9,0.04,0.06,0.19,Normal,168309
2445,,,,,,Normal,167152
2446,0.25,1.51,0.09,0.3,0.34,Normal,168308
2447,,,,,,Foil,168345
2448,,,,,,Foil,168344
2449,,,,,,Foil,168343
2450,,2.0,0.04,0.06,0.2,Normal,168342
2451,0.02,1.9,0.04,0.06,0.19,Normal,168341
2452,0.02,1.9,0.04,0.06,0.22,Normal,168340
2453,,1.9,0.04,0.09,0.19,Normal,168339
2454,,,,,,Foil,168338
2455,0.85,4.99,0.01,1.49,1.74,Normal,168337
2456,,,,,,Foil,168336
2457,0.02,2.0,0.04,0.07,0.21,Normal,168335
2458,,,,,,Foil,168329
2459,0.09,1.9,0.09,0.16,0.23,Normal,168326
2460,0.02,1.9,0.06,0.08,0.18,Normal,168322
2461,0.04,1.9,0.04,0.07,0.2,Normal,168319
2462,,,,,,Foil,168318
2463,,,,,,Foil,168316
2464,,,,,,Foil,168314
2465,,,,,,Foil,168312
2466,,,,,,Normal,169263
2467,,,,,,Normal,167153
2468,0.15,9.95,0.14,0.29,0.5,Normal,162754
2469,0.99,16.95,7.0,8.65,10.17,Foil,162753
2470,5.25,10.2,4.99,5.57,6.5,Normal,162752
2471,1.56,18.5,2.99,3.54,6.6,Foil,162751
2472,2.22,17.23,2.0,4.09,4.75,Normal,162750
2473,1.46,43.54,10.12,11.24,18.38,Foil,162749
2474,0.12,14.95,0.45,0.86,2.34,Foil,162748
2475,2.65,9.99,1.51,2.77,3.38,Normal,162747
2476,,,,,,Normal,169683
2477,2.66,7.88,1.9,2.89,2.85,Foil,169685
2478,2.49,5.9,1.88,2.87,3.26,Foil,169687
2479,,,,,,Normal,169684
2480,2.75,6.97,1.99,2.91,3.23,Foil,169686
2481,,,,,,Normal,168436
2482,15.18,50.0,12.5,13.89,18.52,Foil,168435
2483,,,,,,Normal,168434
2484,0.49,2.78,0.25,0.6,0.99,Foil,168433
2485,,,,,,Normal,168432
2486,,,,,,Normal,168431
2487,0.15,2.97,0.05,0.19,0.5,Foil,168430
2488,,,,,,Normal,168429
2489,,3.98,0.05,0.2,0.49,Foil,168428
2490,,,,,,Normal,168427
2491,,3.66,0.19,0.29,0.49,Foil,168426
2492,,,,,,Normal,168425
2493,11.99,12.97,10.92,10.39,11.99,Foil,168424
2494,,23.0,19.99,13.13,23.0,Foil,168423
2495,,,,,,Normal,168422
2496,2.55,11.97,1.36,2.55,3.63,Foil,168421
2497,,,,,,Normal,168420
2498,2.99,8.28,2.23,2.92,3.77,Foil,168419
2499,,,,,,Normal,168418
2500,2.74,12.99,2.73,4.98,6.17,Foil,168417
2501,,,,,,Normal,168416
2502,6.99,24.95,6.11,6.73,7.99,Foil,168415
2503,0.13,55.0,0.13,0.14,0.25,Normal,168366
2504,,,,,,Foil,168381
2505,,,,,,Foil,168380
2506,,,,,,Foil,168379
2507,,,,,,Foil,168378
2508,0.09,2.95,0.08,0.09,0.21,Normal,168374
2509,0.1,1.21,0.04,0.1,0.24,Normal,168373
2510,0.13,1.09,0.13,0.14,0.24,Normal,168375
2511,0.1,1.19,0.06,0.1,0.23,Normal,168372
2512,0.14,1.05,0.1,0.18,0.25,Normal,168370
2513,,,,,,Foil,168365
2514,0.14,0.65,0.05,0.2,0.25,Normal,168382
2515,0.09,1.78,0.05,0.09,0.21,Normal,168368
2516,0.09,0.59,0.04,0.09,0.21,Normal,168377
2517,,,,,,Foil,168371
2518,,,,,,Foil,168369
2519,,,,,,Foil,168364
2520,0.08,0.65,0.06,0.08,0.21,Normal,168376
2521,0.1,2.5,0.05,0.1,0.27,Normal,168166
2522,0.1,3.7,0.05,0.11,0.41,Normal,168164
2523,,,,,,Foil,168160
2524,0.1,1.99,0.04,0.11,0.19,Normal,168158
2525,0.03,1.9,0.03,0.08,0.15,Normal,168157
2526,0.04,1.9,0.03,0.12,0.15,Normal,168156
2527,,,,,,Foil,168155
2528,,,,,,Foil,168154
2529,0.08,0.59,0.08,0.09,0.19,Normal,168280
2530,0.08,0.59,0.07,0.11,0.2,Normal,168279
2531,0.08,0.59,0.08,0.08,0.22,Normal,168278
2532,0.19,0.59,0.09,0.26,0.29,Normal,168277
2533,,,,,,Foil,168276
2534,,,,,,Foil,168275
2535,,,,,,Foil,168274
2536,0.08,1.08,0.06,0.06,0.21,Normal,168293
2537,,,,,,Foil,168292
2538,,,,,,Foil,168291
2539,,,,,,Foil,168290
2540,,,,,,Foil,168289
2541,0.04,0.67,0.07,0.07,0.19,Normal,168288
2542,,,,,,Foil,168307
2543,,,,,,Foil,168306
2544,,0.59,0.09,0.09,0.23,Normal,168305
2545,0.06,0.59,0.07,0.09,0.21,Normal,168304
2546,0.06,0.59,0.07,0.07,0.22,Normal,168303
2547,0.24,0.59,0.12,0.27,0.28,Normal,168302
2548,,,,,,Foil,168301
2549,0.06,0.59,0.07,0.09,0.21,Normal,168287
2550,0.1,0.59,0.07,0.09,0.21,Normal,168286
2551,,,,,,Foil,168285
2552,,,,,,Foil,168284
2553,,,,,,Foil,168283
2554,,,,,,Foil,168282
2555,,,,,,Foil,168281
2556,,,,,,Foil,168300
2557,,,,,,Foil,168299
2558,,,,,,Foil,168298
2559,0.08,0.59,0.07,0.08,0.17,Normal,168297
2560,0.08,0.59,0.08,0.09,0.2,Normal,168296
2561,0.19,0.59,0.11,0.19,0.24,Normal,168295
2562,0.08,0.59,0.08,0.08,0.17,Normal,168294
2563,0.14,0.65,0.04,0.14,0.21,Normal,166816
2564,,,,,,Foil,166865
2565,,,,,,Foil,166867
2566,,,,,,Foil,166879
2567,,,,,,Foil,166903
2568,,,,,,Foil,166919
2569,,,,,,Foil,170189
2570,,,,,,Foil,166920
2571,,,,,,Foil,166933
2572,,,,,,Foil,166936
2573,0.1,0.65,0.04,0.1,0.19,Normal,166953
2574,,,,,,Foil,166947
2575,0.17,1.18,0.09,0.17,0.24,Normal,166941
2576,1.73,1.96,0.39,1.17,1.02,Normal,166939
2577,,,,,,Foil,166931
2578,,,,,,Foil,166929
2579,,,,,,Foil,166915
